macro,energy_hartree,relative_error,dE,grad_orb,grad_ci,ddm,max_rot,jk_this_macro,micro_this_macro,total_jk,total_micro,macro_step_wall_s,cumulative_macro_wall_s,cumulative_casscf_wall_s,cumulative_peak_rss_mb
8,-2.173442309295166,0.0008215542505563592,-1.2626397705162162e-08,9.533007034953329e-07,9.032426135241589e-05,6.529917852381869e-08,0.2698275327316285,11,2,100,20,286.11521668599744,6543.037397614004,6697.625943988001,13771.2578125
8,-2.173442309295166,0.0008215542505563592,-1.2626397705162162e-08,9.533007034953329e-07,8.213237264969287e-05,1.0031485532464862e-07,0.2698275327316285,16,3,100,20,286.4307686730026,6829.468166287006,6984.056712661004,13771.2578125
8,-2.173442322933302,0.0008215479808102394,-1.363813595389729e-08,9.533007034953329e-07,8.213237264969287e-05,3.687189929613314e-07,0.30854947326083654,21,4,121,24,255.9546244939993,7085.4227907810055,7240.011337155003,13771.2578125
9,-2.173442322933302,0.0008215479808102394,-1.363813595389729e-08,4.5206334104254666e-07,7.461734415623463e-05,2.3608449533377738e-08,0.30854947326083654,6,1,121,24,280.1363447170006,7365.559135498006,7520.147681872004,13771.2578125
9,-2.173442322933302,0.0008215479808102394,-1.363813595389729e-08,4.5206334104254666e-07,8.796114808659735e-05,4.974504576285345e-08,0.30854947326083654,11,2,121,24,286.0579854539974,7651.6171209520035,7806.205667326001,13771.2578125
9,-2.173442322933302,0.0008215479808102394,-1.363813595389729e-08,4.5206334104254666e-07,7.7403686232843e-05,7.052037337299647e-08,0.30854947326083654,16,3,121,24,286.1186868320001,7937.735807784004,8092.324354158001,13771.2578125
9,-2.173442331630382,0.0008215439825744523,-8.697079945108044e-09,4.5206334104254666e-07,7.7403686232843e-05,2.5420884286687383e-07,0.2716932447005609,21,4,142,28,254.74831407400052,8192.484121858004,8347.072668232002,13771.2578125
10,-2.173442331630382,0.0008215439825744523,-8.697079945108044e-09,3.08084576447293e-07,7.41085834714712e-05,1.0414613670120324e-08,0.2716932447005609,6,1,142,28,279.65955360299995,8472.143675461004,8626.732221835002,13771.2578125
10,-2.173442331630382,0.0008215439825744523,-8.697079945108044e-09,3.08084576447293e-07,7.964921282798379e-05,2.422426517477801e-08,0.2716932447005609,11,2,142,28,285.59887603399693,8757.742551495001,8912.331097868999,13771.2578125
10,-2.173442331630382,0.0008215439825744523,-8.697079945108044e-09,3.08084576447293e-07,8.619983801378478e-05,3.913042062130059e-08,0.2716932447005609,16,3,142,28,285.72814807000395,9043.470699565005,9198.059245939003,13771.2578125
10,-2.17344233938855,0.0008215404159768496,-7.758167885896228e-09,3.08084576447293e-07,8.619983801378478e-05,1.833417046065194e-07,0.3079661775302912,21,4,163,32,254.8233074890013,9298.294007054006,9452.882553428004,13771.2578125
11,-2.17344233938855,0.0008215404159768496,-7.758167885896228e-09,2.55173434284856e-07,8.9472104022301e-05,1.0010351445383959e-08,0.3079661775302912,6,1,163,32,279.6107496859986,9577.904756740005,9732.493303114003,13771.2578125
